Year,State,Category,Total,Average,Count
2009,NV,Other/NA,12500,2500.0,5
2009,NY,Auto & Home,21775,3110.71428571,7
2009,NY,Business,57900,6433.33333333,9
2009,NY,Debt,306038,5885.34615385,52
2009,NY,Other/NA,50600,2409.52380952,21
2009,NY,Student,17800,2966.66666667,6
2009,OH,Auto & Home,61100,4073.33333333,15
2009,OH,Business,2500,2500.0,1
2009,OH,Debt,110198,3935.64285714,28
2009,OH,Other/NA,39190,1959.5,20
2009,OH,Student,14000,3500.0,4
2009,OK,Auto & Home,18706,3741.2,5
2009,OK,Business,6500,2166.66666667,3
2009,OK,Debt,40475,6745.83333333,6
2009,OK,Other/NA,8000,4000.0,2
2009,OK,Student,7120,2373.33333333,3
2009,OR,Auto & Home,11990,2398.0,5
2009,OR,Business,38900,4862.5,8
2009,OR,Debt,71955,3997.5,18
2009,OR,Other/NA,62375,4158.33333333,15
2009,OR,Student,6900,2300.0,3
2009,PA,Auto & Home,53200,3800.0,14
2009,PA,Business,16900,4225.0,4
2009,PA,Debt,123100,5129.16666667,24
2009,PA,Other/NA,37800,2362.5,16
2009,PA,Student,10000,2500.0,4
2009,RI,Auto & Home,12000,12000.0,1
2009,RI,Debt,3500,1750.0,2
2009,RI,Other/NA,2000,2000.0,1
2009,RI,Student,7000,3500.0,2
2009,SC,Auto & Home,11375,2843.75,4
2009,SC,Business,32550,4650.0,7
2009,SC,Debt,43332,3939.27272727,11
2009,SC,Other/NA,7500,1500.0,5
2009,SC,Student,5000,5000.0,1
2009,SD,Auto & Home,9500,4750.0,2
2009,TN,Auto & Home,26800,3828.57142857,7
2009,TN,Business,1000,1000.0,1
2009,TN,Debt,77000,3850.0,20
2009,TN,Other/NA,11500,1642.85714286,7
2009,TN,Student,5500,2750.0,2
2009,TX,Auto & Home,27600,1840.0,15
2009,TX,Business,82714,4865.52941176,17
2009,TX,Debt,281443,5518.49019608,51
2009,TX,Other/NA,89690,3899.56521739,23
2009,TX,Student,22450,2806.25,8
2009,UT,Auto & Home,15000,5000.0,3
2009,UT,Business,12000,3000.0,4
2009,UT,Debt,31250,5208.33333333,6
2009,UT,Other/NA,23900,3983.33333333,6
2009,UT,Student,5700,1900.0,3
2009,VA,Auto & Home,53450,3817.85714286,14
2009,VA,Business,31500,6300.0,5
2009,VA,Debt,159500,5145.16129032,31
2009,VA,Other/NA,39062,2170.11111111,18
2009,VA,Student,9985,1997.0,5
2009,VT,Business,8500,2833.33333333,3
2009,VT,Debt,1000,1000.0,1
2009,VT,Other/NA,5000,5000.0,1
2009,WA,Auto & Home,49700,3823.07692308,13
2009,WA,Business,66780,8347.5,8
2009,WA,Debt,135099,4221.84375,32
2009,WA,Other/NA,60177,3008.85,20
2009,WA,Student,7000,1400.0,5
2009,WI,Auto & Home,15400,3080.0,5
2009,WI,Business,41150,13716.6666667,3
2009,WI,Debt,64000,4571.42857143,14
2009,WI,Other/NA,20800,2311.11111111,9
2009,WI,Student,5000,5000.0,1
2009,WV,Debt,43250,6178.57142857,7
2009,WY,Auto & Home,4750,2375.0,2
2009,WY,Business,1000,1000.0,1
2009,WY,Other/NA,2000,2000.0,1
2010,AK,Auto & Home,4500,4500.0,1
2010,AK,Debt,28200,5640.0,5
2010,AK,Other/NA,10500,3500.0,3
2010,AK,Student,6500,3250.0,2
2010,AL,Auto & Home,72100,4506.25,16
2010,AL,Business,36000,6000.0,6
2010,AL,Debt,166400,4497.2972973,37
2010,AL,Other/NA,96764,3583.85185185,27
2010,AL,Student,4500,1500.0,3
2010,AR,Auto & Home,15550,2221.42857143,7
2010,AR,Business,8000,2666.66666667,3
2010,AR,Debt,93350,6667.85714286,14
2010,AR,Other/NA,34622,3462.2,10
2010,AZ,Auto & Home,77000,6416.66666667,12
2010,AZ,Business,48500,6062.5,8
2010,AZ,Debt,221720,5543.0,40
2010,AZ,Other/NA,74651,3393.22727273,22
2010,AZ,Student,9200,3066.66666667,3
2010,CA,Auto & Home,392430,5096.49350649,77
2010,CA,Business,433712,4928.54545455,88
2010,CA,Debt,2025693,5474.84594595,370
2010,CA,Other/NA,639865,3385.52910053,189
2010,CA,Student,65100,2325.0,28
2010,CO,Auto & Home,44600,3716.66666667,12
2010,CO,Business,42600,3872.72727273,11
2010,CO,Debt,282530,5045.17857143,56
2010,CO,Other/NA,177050,4785.13513514,37
2010,CO,Student,5500,5500.0,1
2010,CT,Auto & Home,27200,4533.33333333,6
2010,CT,Business,20000,5000.0,4
2010,CT,Debt,302150,6294.79166667,48
2010,CT,Other/NA,84899,4042.80952381,21
2010,CT,Student,10000,10000.0,1
2010,DC,Auto & Home,23000,7666.66666667,3
2010,DC,Debt,61400,6822.22222222,9
2010,DC,Other/NA,18200,3033.33333333,6
2010,DE,Auto & Home,11000,5500.0,2
2010,DE,Business,5000,5000.0,1
2010,DE,Debt,54100,5410.0,10
2010,DE,Other/NA,10500,3500.0,3
2010,FL,Auto & Home,250200,4170.0,60
2010,FL,Business,183690,4710.0,39
2010,FL,Debt,829481,5386.24025974,154
2010,FL,Other/NA,302374,3286.67391304,92
2010,FL,Student,36700,3670.0,10
2010,GA,Auto & Home,271100,5020.37037037,54
2010,GA,Business,179880,6424.28571429,28
2010,GA,Debt,513325,4888.80952381,105
2010,GA,Other/NA,303050,4456.61764706,68
2010,GA,Student,23500,3357.14285714,7
2010,HI,Auto & Home,14500,4833.33333333,3
2010,HI,Debt,15100,2516.66666667,6
2010,HI,Other/NA,7500,1875.0,4
2010,HI,Student,4000,4000.0,1
2010,ID,Auto & Home,28450,3161.11111111,9
2010,ID,Business,17000,4250.0,4
2010,ID,Debt,115599,5504.71428571,21
2010,ID,Other/NA,28250,4708.33333333,6
2010,IL,Auto & Home,251297,4741.45283019,53
2010,IL,Business,126774,5282.25,24
2010,IL,Debt,858084,5536.02580645,155
2010,IL,Other/NA,279959,3543.78481013,79
2010,IL,Student,17165,2145.625,8
2010,IN,Auto & Home,89850,4728.94736842,19
2010,IN,Business,101500,7250.0,14
2010,IN,Debt,340924,5878.0,58
2010,IN,Other/NA,67600,3219.04761905,21
2010,IN,Student,5600,1866.66666667,3
2010,KS,Auto & Home,33999,3090.81818182,11
2010,KS,Business,20550,5137.5,4
2010,KS,Debt,125900,5995.23809524,21
2010,KS,Other/NA,27800,3475.0,8
2010,KS,Student,8000,4000.0,2
2010,KY,Auto & Home,57100,5190.90909091,11
2010,KY,Business,7950,3975.0,2
2010,KY,Debt,110884,4620.16666667,24
2010,KY,Other/NA,37500,3125.0,12
2010,LA,Auto & Home,30500,7625.0,4
2010,LA,Business,5000,5000.0,1
2010,LA,Debt,143650,5746.0,25
2010,LA,Other/NA,65225,4076.5625,16
2010,LA,Student,1750,1750.0,1
2010,MA,Auto & Home,24500,6125.0,4
2010,MA,Business,73400,6672.72727273,11
2010,MA,Debt,371750,5995.96774194,62
2010,MA,Other/NA,125465,4480.89285714,28
2010,MA,Student,16500,3300.0,5
2010,MD,Auto & Home,142800,5288.88888889,27
2010,MD,Business,122801,6463.21052632,19
2010,MD,Debt,377651,6511.22413793,58
2010,MD,Other/NA,156100,4336.11111111,36
2010,MD,Student,32300,4614.28571429,7
2010,MI,Auto & Home,125600,4485.71428571,28
2010,MI,Business,126020,7001.11111111,18
2010,MI,Debt,342475,4691.43835616,73
2010,MI,Other/NA,153800,4272.22222222,36
2010,MI,Student,38100,4233.33333333,9
2010,MN,Auto & Home,63900,4260.0,15
2010,MN,Business,24200,4033.33333333,6
2010,MN,Debt,291000,4770.49180328,61
2010,MN,Other/NA,99050,3095.3125,32
2010,MN,Student,13200,2200.0,6
2010,MO,Auto & Home,129457,4315.23333333,30
2010,MO,Business,119500,5975.0,20
2010,MO,Debt,321772,4073.06329114,79
2010,MO,Other/NA,91650,2956.4516129,31
2010,MO,Student,8000,4000.0,2
2010,MS,Auto & Home,13500,6750.0,2
2010,MS,Business,18000,9000.0,2
2010,MS,Debt,88350,5890.0,15
2010,MS,Other/NA,61250,4083.33333333,15
2010,MT,Auto & Home,5000,2500.0,2
2010,MT,Business,9550,4775.0,2
2010,MT,Debt,30700,4385.71428571,7
2010,MT,Other/NA,4000,1333.33333333,3
2010,MT,Student,2000,2000.0,1
2010,NC,Auto & Home,128549,3780.85294118,34
2010,NC,Business,98005,3769.42307692,26
2010,NC,Debt,529651,5296.51,100
2010,NC,Other/NA,194225,4316.11111111,45
2010,NC,Student,14060,2343.33333333,6
2010,NE,Auto & Home,28300,5660.0,5
2010,NE,Business,1000,1000.0,1
2010,NE,Debt,81450,4525.0,18
2010,NE,Other/NA,15000,2500.0,6
2010,NE,Student,2000,2000.0,1
2010,NH,Auto & Home,8500,2833.33333333,3
2010,NH,Business,5000,5000.0,1
2010,NH,Debt,51750,5175.0,10
2010,NH,Other/NA,18650,3108.33333333,6
2010,NH,Student,4000,4000.0,1
2010,NJ,Auto & Home,116700,4668.0,25
2010,NJ,Business,66150,6615.0,10
2010,NJ,Debt,416223,6032.2173913,69
2010,NJ,Other/NA,153200,4140.54054054,37
2010,NJ,Student,15500,5166.66666667,3
2010,NM,Auto & Home,29750,7437.5,4
2010,NM,Business,22500,11250.0,2
2010,NM,Debt,37600,3418.18181818,11
2010,NM,Other/NA,4000,2000.0,2
2010,NV,Auto & Home,11200,2240.0,5
2010,NV,Business,23300,2912.5,8
2010,NV,Debt,158000,4647.05882353,34
2010,NV,Other/NA,68285,4552.33333333,15
2010,NV,Student,3000,3000.0,1
2010,NY,Auto & Home,263750,5382.65306122,49
2010,NY,Business,166280,5542.66666667,30
2010,NY,Debt,847849,5541.49673203,153
2010,NY,Other/NA,317798,3417.1827957,93
2010,NY,Student,51180,3655.71428571,14
2010,OH,Auto & Home,152525,4013.81578947,38
2010,OH,Business,104350,4969.04761905,21
2010,OH,Debt,556585,5351.77884615,104
2010,OH,Other/NA,150728,3014.56,50
2010,OH,Student,15100,2157.14285714,7
2010,OK,Auto & Home,34250,4281.25,8
2010,OK,Business,19375,6458.33333333,3
2010,OK,Debt,133875,5149.03846154,26
2010,OK,Other/NA,45250,2381.57894737,19
2010,OR,Auto & Home,48250,3711.53846154,13
2010,OR,Business,69500,6318.18181818,11
2010,OR,Debt,234450,4341.66666667,54
2010,OR,Other/NA,76100,3170.83333333,24
2010,OR,Student,2000,2000.0,1
2010,PA,Auto & Home,83000,4150.0,20
2010,PA,Business,42866,5358.25,8
2010,PA,Debt,376360,5300.84507042,71
2010,PA,Other/NA,123809,3019.73170732,41
2010,PA,Student,20325,4065.0,5
2010,RI,Auto & Home,1500,1500.0,1
2010,RI,Business,10000,10000.0,1
2010,RI,Debt,81500,5821.42857143,14
2010,RI,Other/NA,28500,4750.0,6
2010,SC,Auto & Home,75800,6890.90909091,11
2010,SC,Business,49500,9900.0,5
2010,SC,Debt,171483,5531.70967742,31
2010,SC,Other/NA,81300,3871.42857143,21
2010,SC,Student,1000,1000.0,1
2010,SD,Auto & Home,4500,2250.0,2
2010,SD,Business,20000,10000.0,2
2010,SD,Debt,6000,2000.0,3
2010,SD,Other/NA,21000,3500.0,6
2010,TN,Auto & Home,75800,4211.11111111,18
2010,TN,Business,64700,5881.81818182,11
2010,TN,Debt,371085,6510.26315789,57
2010,TN,Other/NA,91200,3257.14285714,28
2010,TN,Student,8000,4000.0,2
2010,TX,Auto & Home,292715,5227.05357143,56
2010,TX,Business,179949,6426.75,28
2010,TX,Debt,825903,5899.30714286,140
2010,TX,Other/NA,300740,4009.86666667,75
2010,TX,Student,39250,4361.11111111,9
2010,UT,Auto & Home,30650,3405.55555556,9
2010,UT,Business,69800,4985.71428571,14
2010,UT,Debt,109650,3655.0,30
2010,UT,Other/NA,42100,3007.14285714,14
2010,UT,Student,5500,2750.0,2
2010,VA,Auto & Home,169399,5646.63333333,30
2010,VA,Business,153616,7680.8,20
2010,VA,Debt,586940,5811.28712871,101
2010,VA,Other/NA,202436,3893.0,52
2010,VA,Student,5200,2600.0,2
2010,VT,Business,1000,1000.0,1
2010,VT,Debt,22600,4520.0,5
2010,VT,Other/NA,4500,2250.0,2
2010,WA,Auto & Home,59850,3740.625,16
2010,WA,Business,90000,5294.11764706,17
2010,WA,Debt,361250,4405.48780488,82
2010,WA,Other/NA,177080,3341.13207547,53
2010,WA,Student,11800,2950.0,4
2010,WI,Auto & Home,61200,4707.69230769,13
2010,WI,Business,52750,4395.83333333,12
2010,WI,Debt,203450,4731.39534884,43
2010,WI,Other/NA,71650,3256.81818182,22
2010,WI,Student,4500,2250.0,2
2010,WV,Auto & Home,25000,5000.0,5
2010,WV,Business,3500,3500.0,1
2010,WV,Debt,20000,5000.0,4
2010,WV,Other/NA,15700,2616.66666667,6
2010,WY,Business,6100,3050.0,2
2010,WY,Debt,16500,4125.0,4
2010,WY,Other/NA,8050,2683.33333333,3
2011,AK,Auto & Home,38500,6416.66666667,6
2011,AK,Business,17500,5833.33333333,3
2011,AK,Debt,82000,8200.0,10
2011,AK,Other/NA,32700,4671.42857143,7
2011,AL,Auto & Home,154984,5740.14814815,27
2011,AL,Business,96470,7420.76923077,13
2011,AL,Debt,466419,5979.73076923,78
2011,AL,Other/NA,214363,5641.13157895,38
2011,AR,Auto & Home,56500,7062.5,8
2011,AR,Business,53800,6725.0,8
2011,AR,Debt,291020,6326.52173913,46
2011,AR,Other/NA,158695,5667.67857143,28
2011,AZ,Auto & Home,166560,5372.90322581,31
2011,AZ,Business,62200,4784.61538462,13
2011,AZ,Debt,414368,6374.89230769,65
2011,AZ,Medical & Personal,7000,7000.0,1
2011,AZ,Other/NA,207067,6090.20588235,34
2011,CA,Auto & Home,1333659,6946.140625,192
2011,CA,Business,1233303,7905.78846154,156
2011,CA,Debt,4595792,7294.90793651,630
2011,CA,Medical & Personal,3000,3000.0,1
2011,CA,Other/NA,1942217,5976.05230769,325
2011,CO,Auto & Home,193000,5078.94736842,38
2011,CO,Business,166200,6155.55555556,27
2011,CO,Debt,909821,7457.54918033,122
2011,CO,Other/NA,290348,6048.91666667,48
2011,CT,Auto & Home,190600,6148.38709677,31
2011,CT,Business,102876,11430.6666667,9
2011,CT,Debt,639567,6877.06451613,93
2011,CT,Medical & Personal,2000,2000.0,1
2011,CT,Other/NA,301086,5018.1,60
2011,DC,Auto & Home,55777,5577.7,10
2011,DC,Business,71000,7888.88888889,9
2011,DC,Debt,220300,7596.55172414,29
2011,DC,Other/NA,119000,7437.5,16
2011,DE,Auto & Home,82000,10250.0,8
2011,DE,Business,31500,7875.0,4
2011,DE,Debt,81600,6800.0,12
2011,DE,Other/NA,43350,6192.85714286,7
2011,FL,Auto & Home,961931,6126.94904459,157
2011,FL,Business,781846,7375.90566038,106
2011,FL,Debt,2655298,7500.84180791,354
2011,FL,Medical & Personal,2000,2000.0,1
2011,FL,Other/NA,1058828,5692.62365591,186
2011,GA,Auto & Home,517213,6084.85882353,85
2011,GA,Business,508405,7368.1884058,69
2011,GA,Debt,1754744,7435.3559322,236
2011,GA,Medical & Personal,7000,7000.0,1
2011,GA,Other/NA,652243,5876.06306306,111
2011,HI,Auto & Home,28500,7125.0,4
2011,HI,Business,32500,10833.3333333,3
2011,HI,Debt,133105,7829.70588235,17
2011,HI,Other/NA,69100,6910.0,10
2011,ID,Auto & Home,50539,5053.9,10
2011,ID,Business,90300,9030.0,10
2011,ID,Debt,139200,6960.0,20
2011,ID,Other/NA,36600,4575.0,8
2011,IL,Auto & Home,710173,7173.46464646,99
2011,IL,Business,591423,8571.34782609,69
2011,IL,Debt,2509377,8120.96116505,309
2011,IL,Other/NA,779767,5998.20769231,130
2011,IN,Auto & Home,261802,5570.25531915,47
2011,IN,Business,171038,8551.9,20
2011,IN,Debt,769962,7129.27777778,108
2011,IN,Other/NA,301641,4787.95238095,63
2011,KS,Auto & Home,98500,5472.22222222,18
2011,KS,Business,70382,5027.28571429,14
2011,KS,Debt,376063,6837.50909091,55
2011,KS,Other/NA,111552,4648.0,24
2011,KY,Auto & Home,101000,4391.30434783,23
2011,KY,Business,54000,9000.0,6
2011,KY,Debt,375587,6475.63793103,58
2011,KY,Other/NA,107803,4491.79166667,24
2011,LA,Auto & Home,149200,6486.95652174,23
2011,LA,Business,99400,7646.15384615,13
2011,LA,Debt,267167,6361.11904762,42
2011,LA,Other/NA,143914,4361.03030303,33
2011,MA,Auto & Home,262284,8196.375,32
2011,MA,Business,92000,7076.92307692,13
2011,MA,Debt,711552,6841.84615385,104
2011,MA,Other/NA,337450,7179.78723404,47
2011,MD,Auto & Home,349647,5827.45,60
2011,MD,Business,212318,7321.31034483,29
2011,MD,Debt,1001879,7156.27857143,140
2011,MD,Medical & Personal,4000,4000.0,1
2011,MD,Other/NA,476000,5804.87804878,82
2011,MI,Auto & Home,372026,5314.65714286,70
2011,MI,Business,262073,7279.80555556,36
2011,MI,Debt,952113,6658.13286713,143
2011,MI,Other/NA,356764,4955.05555556,72
2011,MN,Auto & Home,242697,5393.26666667,45
2011,MN,Business,121900,7170.58823529,17
2011,MN,Debt,722060,6624.40366972,109
2011,MN,Other/NA,307362,5392.31578947,57
2011,MN,Taxes,5000,5000.0,1
2011,MO,Auto & Home,270460,5634.58333333,48
2011,MO,Business,244384,6982.4,35
2011,MO,Debt,901979,6833.17424242,132
2011,MO,Other/NA,301515,5025.25,60
2011,MS,Auto & Home,100400,5577.77777778,18
2011,MS,Business,126483,7440.17647059,17
2011,MS,Debt,303590,7060.23255814,43
2011,MS,Medical & Personal,7000,7000.0,1
2011,MS,Other/NA,69200,4070.58823529,17
2011,MT,Auto & Home,37500,6250.0,6
2011,MT,Business,71436,8929.5,8
2011,MT,Debt,64881,4990.84615385,13
2011,MT,Other/NA,17169,4292.25,4
2011,NC,Auto & Home,351624,5764.32786885,61
2011,NC,Business,278615,7143.97435897,39
2011,NC,Debt,1334409,7803.56140351,171
2011,NC,Medical & Personal,2000,2000.0,1
2011,NC,Other/NA,410688,4614.47191011,89
2011,NE,Auto & Home,61300,4378.57142857,14
2011,NE,Business,21500,10750.0,2
2011,NE,Debt,296836,7420.9,40
2011,NE,Other/NA,68000,5666.66666667,12
2011,NH,Auto & Home,92500,7115.38461538,13
2011,NH,Business,12000,4000.0,3
2011,NH,Debt,183261,7330.44,25
2011,NH,Other/NA,55600,4633.33333333,12
2011,NJ,Auto & Home,316400,6878.26086957,46
2011,NJ,Business,268014,8645.61290323,31
2011,NJ,Debt,1146020,7162.625,160
2011,NJ,Medical & Personal,8000,4000.0,2
2011,NJ,Other/NA,581578,6321.5,92
2011,NM,Auto & Home,99475,8289.58333333,12
2011,NM,Business,53229,7604.14285714,7
2011,NM,Debt,154000,7000.0,22
2011,NM,Other/NA,16000,4000.0,4
2011,NV,Auto & Home,86500,6653.84615385,13
2011,NV,Business,75500,6863.63636364,11
2011,NV,Debt,427083,7118.05,60
2011,NV,Medical & Personal,3000,3000.0,1
2011,NV,Other/NA,136900,5265.38461538,26
2011,NY,Auto & Home,646150,6273.30097087,103
2011,NY,Business,509912,7284.45714286,70
2011,NY,Debt,2623864,7605.40289855,345
2011,NY,Other/NA,1157786,5731.61386139,202
2011,NY,Taxes,10000,10000.0,1
2011,OH,Auto & Home,390643,5580.61428571,70
2011,OH,Business,316516,7536.0952381,42
2011,OH,Debt,1572137,6805.78787879,231
2011,OH,Medical & Personal,8000,4000.0,2
2011,OH,Other/NA,500447,5267.86315789,95
2011,OK,Auto & Home,95067,5941.6875,16
2011,OK,Business,50666,6333.25,8
2011,OK,Debt,321060,7296.81818182,44
2011,OK,Other/NA,87500,5833.33333333,15
2011,OR,Auto & Home,119600,4784.0,25
2011,OR,Business,118500,7406.25,16
2011,OR,Debt,584481,6422.86813187,91
2011,OR,Other/NA,153141,4640.63636364,33
2011,OR,Taxes,3500,3500.0,1
2011,PA,Auto & Home,446464,6378.05714286,70
2011,PA,Business,216590,7219.66666667,30
2011,PA,Debt,1074816,6759.8490566,159
2011,PA,Medical & Personal,4000,4000.0,1
2011,PA,Other/NA,494367,5044.56122449,98
2011,RI,Auto & Home,69800,7755.55555556,9
2011,RI,Business,27784,6946.0,4
2011,RI,Debt,221155,7626.03448276,29
2011,RI,Other/NA,59225,4230.35714286,14
2011,SC,Auto & Home,144526,6569.36363636,22
2011,SC,Business,161355,8067.75,20
2011,SC,Debt,463678,7133.50769231,65
2011,SC,Other/NA,135900,5436.0,25
2011,SD,Auto & Home,10000,3333.33333333,3
2011,SD,Business,29500,14750.0,2
2011,SD,Debt,130700,6535.0,20
2011,SD,Other/NA,36450,5207.14285714,7
2011,TN,Auto & Home,288898,6280.39130435,46
2011,TN,Business,101850,6790.0,15
2011,TN,Debt,900832,7570.01680672,119
2011,TN,Other/NA,347057,6310.12727273,55
2011,TX,Auto & Home,724718,6301.89565217,115
2011,TX,Business,740552,8228.35555556,90
2011,TX,Debt,2095245,7078.53040541,296
2011,TX,Medical & Personal,10000,3333.33333333,3
2011,TX,Other/NA,1139471,6061.01595745,188
2011,TX,Taxes,17000,8500.0,2
2011,UT,Auto & Home,144107,5542.57692308,26
2011,UT,Business,72000,6000.0,12
2011,UT,Debt,222408,7174.4516129,31
2011,UT,Other/NA,39400,3940.0,10
2011,VA,Auto & Home,451386,6448.37142857,70
2011,VA,Business,278108,8179.64705882,34
2011,VA,Debt,1716843,8334.18932039,206
2011,VA,Other/NA,587750,6186.84210526,95
2011,VT,Auto & Home,14000,4666.66666667,3
2011,VT,Debt,58100,6455.55555556,9
2011,VT,Other/NA,19500,4875.0,4
2011,WA,Auto & Home,218699,5086.02325581,43
2011,WA,Business,271674,7990.41176471,34
2011,WA,Debt,969051,6417.55629139,151
2011,WA,Medical & Personal,3000,3000.0,1
2011,WA,Other/NA,403088,4856.48192771,83
2011,WI,Auto & Home,215564,6736.375,32
2011,WI,Business,125999,7411.70588235,17
2011,WI,Debt,835232,7524.61261261,111
2011,WI,Medical & Personal,10000,10000.0,1
2011,WI,Other/NA,256919,5709.31111111,45
2011,WI,Taxes,2500,2500.0,1
2011,WV,Auto & Home,37333,4666.625,8
2011,WV,Business,27500,9166.66666667,3
2011,WV,Debt,134650,7480.55555556,18
2011,WV,Other/NA,84200,6476.92307692,13
2011,WY,Auto & Home,7200,7200.0,1
2011,WY,Business,10000,10000.0,1
2011,WY,Debt,31000,10333.3333333,3
2011,WY,Other/NA,27500,4583.33333333,6
2012,AK,Auto & Home,72500,6590.90909091,11
2012,AK,Business,50000,10000.0,5
2012,AK,Debt,104947,6559.1875,16
2012,AK,Medical & Personal,8500,4250.0,2
2012,AK,Other/NA,42500,7083.33333333,6
2012,AL,Auto & Home,447922,7342.98360656,61
2012,AL,Business,115000,6052.63157895,19
2012,AL,Debt,1278093,8754.06164384,146
2012,AL,Medical & Personal,108500,5166.66666667,21
2012,AL,Other/NA,195567,5146.5,38
2012,AL,Taxes,52000,5777.77777778,9
2012,AR,Auto & Home,203350,5648.61111111,36
2012,AR,Business,66500,6650.0,10
2012,AR,Debt,615714,7996.28571429,77
2012,AR,Medical & Personal,43000,3909.09090909,11
2012,AR,Other/NA,180119,5458.15151515,33
2012,AR,Taxes,20000,4000.0,5
2012,AZ,Auto & Home,408331,5517.98648649,74
2012,AZ,Business,258000,7588.23529412,34
2012,AZ,Debt,1230257,9113.01481481,135
2012,AZ,Medical & Personal,170070,6073.92857143,28
2012,AZ,Other/NA,179900,4997.22222222,36
2012,AZ,Taxes,79750,8861.11111111,9
2012,CA,Auto & Home,3220244,6955.17062635,463
2012,CA,Business,1823426,8894.76097561,205
2012,CA,Debt,10593034,9491.96594982,1116
2012,CA,Medical & Personal,1351820,7267.84946237,186
2012,CA,Other/NA,1894384,6789.90681004,279
2012,CA,Taxes,473039,7391.234375,64
2012,CO,Auto & Home,511838,6647.24675325,77
2012,CO,Business,321401,8035.025,40
2012,CO,Debt,1647253,8624.36125654,191
2012,CO,Medical & Personal,218400,6240.0,35
2012,CO,Other/NA,307218,6827.06666667,45
2012,CO,Taxes,64000,9142.85714286,7
2012,CT,Auto & Home,489379,6439.19736842,76
2012,CT,Business,180000,9473.68421053,19
2012,CT,Debt,1552887,9411.43636364,165
2012,CT,Medical & Personal,152500,7625.0,20
2012,CT,Other/NA,282656,6573.39534884,43
2012,CT,Taxes,70400,5866.66666667,12
2012,DC,Auto & Home,58000,4833.33333333,12
2012,DC,Business,69174,8646.75,8
2012,DC,Debt,597400,11488.4615385,52
2012,DC,Medical & Personal,48000,12000.0,4
2012,DC,Other/NA,109000,9909.09090909,11
2012,DE,Auto & Home,106333,6645.8125,16
2012,DE,Debt,283209,8582.09090909,33
2012,DE,Medical & Personal,4000,4000.0,1
2012,DE,Other/NA,66500,9500.0,7
2012,DE,Taxes,24400,6100.0,4
2012,FL,Auto & Home,2002653,6460.17096774,310
2012,FL,Business,1211274,8239.95918367,147
2012,FL,Debt,4800203,8377.31762653,573
2012,FL,Medical & Personal,561650,5912.10526316,95
2012,FL,Other/NA,1325834,6662.48241206,199
2012,FL,Taxes,134800,6419.04761905,21
2012,GA,Auto & Home,1215794,6466.9893617,188
2012,GA,Business,798933,8976.7752809,89
2012,GA,Debt,3742001,9847.37105263,380
2012,GA,Medical & Personal,299614,6241.95833333,48
2012,GA,Other/NA,469676,5727.75609756,82
2012,GA,Taxes,96309,7408.38461538,13
2012,HI,Auto & Home,73000,7300.0,10
2012,HI,Business,40000,6666.66666667,6
2012,HI,Debt,248900,8582.75862069,29
2012,HI,Medical & Personal,76000,7600.0,10
2012,HI,Other/NA,112500,10227.2727273,11
2012,HI,Taxes,17000,8500.0,2
2012,ID,Auto & Home,79500,5678.57142857,14
2012,ID,Business,86300,9588.88888889,9
2012,ID,Debt,283500,7087.5,40
2012,ID,Medical & Personal,23800,7933.33333333,3
2012,ID,Other/NA,66500,7388.88888889,9
2012,IL,Auto & Home,1401624,6400.10958904,219
2012,IL,Business,706300,8828.75,80
2012,IL,Debt,4152427,8968.52483801,463
2012,IL,Medical & Personal,388410,6367.37704918,61
2012,IL,Other/NA,837110,7034.53781513,119
2012,IL,Taxes,151500,6586.95652174,23
2012,IN,Auto & Home,508300,6434.17721519,79
2012,IN,Business,306500,8757.14285714,35
2012,IN,Debt,1778195,8549.01442308,208
2012,IN,Medical & Personal,127000,6047.61904762,21
2012,IN,Other/NA,320100,6039.62264151,53
2012,IN,Taxes,44000,6285.71428571,7
2012,KS,Auto & Home,328600,6991.4893617,47
2012,KS,Business,74000,9250.0,8
2012,KS,Debt,796673,8129.31632653,98
2012,KS,Medical & Personal,126500,5750.0,22
2012,KS,Other/NA,157100,5236.66666667,30
2012,KS,Taxes,20000,6666.66666667,3
2012,KY,Auto & Home,230600,6232.43243243,37
2012,KY,Business,146500,8138.88888889,18
2012,KY,Debt,1214034,8734.05755396,139
2012,KY,Medical & Personal,116500,5295.45454545,22
2012,KY,Other/NA,156750,6815.2173913,23
2012,KY,Taxes,10000,5000.0,2
2012,LA,Auto & Home,359800,7995.55555556,45
2012,LA,Business,165500,10343.75,16
2012,LA,Debt,842981,8601.84693878,98
2012,LA,Medical & Personal,141430,6428.63636364,22
2012,LA,Other/NA,200941,6279.40625,32
2012,LA,Taxes,25000,3571.42857143,7
2012,MA,Auto & Home,711650,7491.05263158,95
2012,MA,Business,281500,10053.5714286,28
2012,MA,Debt,1913372,8697.14545455,220
2012,MA,Medical & Personal,253350,6496.15384615,39
2012,MA,Other/NA,344500,6263.63636364,55
2012,MA,Taxes,8500,2833.33333333,3
2012,MD,Auto & Home,751637,6013.096,125
2012,MD,Business,569676,10357.7454545,55
2012,MD,Debt,2270820,8473.20895522,268
2012,MD,Medical & Personal,210400,4675.55555556,45
2012,MD,Other/NA,450423,5849.64935065,77
2012,MD,Taxes,90049,9004.9,10
2012,MI,Auto & Home,928000,6145.69536424,151
2012,MI,Business,420000,8750.0,48
2012,MI,Debt,2368391,8739.4501845,271
