Year,State,Auto,Business,Debt,Home,Medical,Other/NA,Personal,Student,Taxes,Vacation,Wedding,FIPS
2008,DC,8000.0,36500.0,182199.0,35000.0,0.0,46500.0,29000.0,33900.0,0.0,0.0,0.0,US11
2008,DE,0.0,21000.0,84999.0,25000.0,0.0,16700.0,4100.0,2000.0,0.0,0.0,0.0,US10
2008,FL,71600.0,1199446.0,2201415.0,322949.0,0.0,376970.0,689190.0,116384.0,0.0,0.0,0.0,US12
2008,GA,57700.0,1110579.0,2014707.0,333951.0,0.0,291451.0,637253.0,158930.0,0.0,0.0,0.0,US13
2008,HI,5000.0,56000.0,114500.0,4000.0,0.0,17995.0,51500.0,13209.0,0.0,0.0,0.0,US15
2008,IA,0.0,78500.0,275949.0,17800.0,0.0,41500.0,81380.0,22000.0,0.0,0.0,0.0,US19
2008,ID,19150.0,122021.0,266952.0,6000.0,0.0,15500.0,87950.0,40630.0,0.0,0.0,0.0,US16
2008,IL,80886.0,1022039.0,2040925.0,295900.0,0.0,240461.0,748268.0,183830.0,0.0,0.0,0.0,US17
2008,IN,28850.0,309900.0,539101.0,58900.0,0.0,80700.0,176050.0,13350.0,0.0,0.0,0.0,US18
2008,KS,30300.0,110899.0,310774.0,13400.0,0.0,38100.0,83110.0,7000.0,0.0,0.0,0.0,US20
2008,KY,18086.0,145001.0,149299.0,12500.0,0.0,49300.0,61501.0,7000.0,0.0,0.0,0.0,US21
2008,LA,18400.0,70999.0,93300.0,17000.0,0.0,22150.0,22100.0,2500.0,0.0,0.0,0.0,US22
2008,MA,15500.0,239351.0,585738.0,93930.0,0.0,153144.0,182601.0,90051.0,0.0,0.0,0.0,US25
2008,MD,22100.0,516500.0,975559.0,184700.0,0.0,198954.0,343019.0,87725.0,0.0,0.0,0.0,US24
2008,ME,0.0,88500.0,172808.0,1000.0,0.0,10450.0,38000.0,2000.0,0.0,0.0,0.0,US23
2008,MI,63950.0,472435.0,1107855.0,76361.0,0.0,133080.0,250494.0,66249.0,0.0,0.0,0.0,US26
2008,MN,97500.0,549021.0,900971.0,98325.0,0.0,168050.0,477781.0,58990.0,0.0,0.0,0.0,US27
2008,MO,52300.0,383878.0,645692.0,163800.0,0.0,101703.0,318249.0,32600.0,0.0,0.0,0.0,US29
2008,MS,1000.0,169700.0,96839.0,21000.0,0.0,40200.0,45050.0,3500.0,0.0,0.0,0.0,US28
2008,MT,6500.0,60500.0,90300.0,2000.0,0.0,56950.0,16500.0,7200.0,0.0,0.0,0.0,US30
2008,NC,38900.0,949787.0,534950.0,55700.0,0.0,183849.0,210199.0,23000.0,0.0,0.0,0.0,US37
2008,ND,0.0,15000.0,50550.0,8000.0,0.0,0.0,18400.0,0.0,0.0,0.0,0.0,US38
2008,NE,12750.0,25000.0,179891.0,13000.0,0.0,27200.0,42500.0,16500.0,0.0,0.0,0.0,US31
2008,NH,3295.0,22250.0,288755.0,31500.0,0.0,6000.0,82002.0,4325.0,0.0,0.0,0.0,US33
2008,NJ,39000.0,203300.0,640239.0,90750.0,0.0,106259.0,158049.0,42700.0,0.0,0.0,0.0,US34
2008,NM,5201.0,20501.0,184260.0,3000.0,0.0,33000.0,38200.0,7500.0,0.0,0.0,0.0,US35
2008,NV,3500.0,91800.0,183800.0,26500.0,0.0,20700.0,42000.0,4000.0,0.0,0.0,0.0,US32
2008,NY,54900.0,518935.0,1170760.0,245950.0,0.0,320881.0,391279.0,113999.0,0.0,0.0,0.0,US36
2008,OH,84800.0,466140.0,1379976.0,197224.0,0.0,214083.0,281399.0,60600.0,0.0,0.0,0.0,US39
2008,OK,21200.0,32200.0,294990.0,37180.0,0.0,46179.0,77590.0,18400.0,0.0,0.0,0.0,US40
2008,OR,16300.0,280480.0,605277.0,106070.0,0.0,96899.0,206545.0,18250.0,0.0,0.0,0.0,US41
2008,PA,33900.0,305150.0,669163.0,73200.0,0.0,99824.0,206231.0,36400.0,0.0,0.0,0.0,US42
2008,RI,0.0,16821.0,55000.0,6500.0,0.0,3500.0,11850.0,1200.0,0.0,0.0,0.0,US44
2008,SC,5000.0,104200.0,226583.0,81500.0,0.0,50400.0,35100.0,38799.0,0.0,0.0,0.0,US45
2008,TN,8000.0,172750.0,369345.0,41000.0,0.0,78100.0,160000.0,27400.0,0.0,0.0,0.0,US47
2008,TX,68421.0,824896.0,164809.0,45000.0,0.0,45900.0,92908.0,1500.0,0.0,0.0,0.0,US48
2008,UT,9700.0,227170.0,394853.0,42400.0,0.0,28800.0,151881.0,14500.0,0.0,0.0,0.0,US49
2008,VA,42683.0,432598.0,967399.0,159750.0,0.0,207749.0,297600.0,52000.0,0.0,0.0,0.0,US51
2008,VT,4500.0,29000.0,53700.0,2400.0,0.0,5000.0,8500.0,0.0,0.0,0.0,0.0,US50
2008,WA,54500.0,523250.0,1245982.0,135000.0,0.0,187449.0,426564.0,27800.0,0.0,0.0,0.0,US53
2008,WI,14403.0,290250.0,396182.0,84000.0,0.0,64000.0,133991.0,7100.0,0.0,0.0,0.0,US55
2008,WV,2700.0,35000.0,83800.0,13000.0,0.0,21200.0,60090.0,3000.0,0.0,0.0,0.0,US54
2008,WY,11875.0,0.0,26800.0,11499.0,0.0,3100.0,15500.0,1400.0,0.0,0.0,0.0,US56
2009,AK,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,US02
2009,AL,12000.0,16500.0,27720.0,20500.0,0.0,17600.0,0.0,6600.0,0.0,0.0,0.0,US01
2009,AR,1100.0,13500.0,45200.0,1500.0,0.0,2500.0,0.0,12000.0,0.0,0.0,0.0,US05
2009,AZ,1200.0,10500.0,61350.0,1500.0,0.0,35517.0,0.0,0.0,0.0,0.0,0.0,US04
2009,CA,38600.0,182711.0,684942.0,107300.0,0.0,205650.0,0.0,49028.0,0.0,0.0,0.0,US06
2009,CO,9300.0,89410.0,118128.0,26700.0,0.0,32900.0,0.0,7400.0,0.0,0.0,0.0,US08
2009,CT,2500.0,8500.0,148200.0,19750.0,0.0,26500.0,0.0,2000.0,0.0,0.0,0.0,US09
2009,DC,0.0,0.0,74000.0,0.0,0.0,7000.0,0.0,2500.0,0.0,0.0,0.0,US11
2009,DE,3000.0,8000.0,2000.0,5000.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,US10
2009,FL,18450.0,63725.0,329050.0,93650.0,0.0,65815.0,0.0,9130.0,0.0,0.0,0.0,US12
2009,GA,13500.0,116250.0,317393.0,78300.0,0.0,98400.0,0.0,5000.0,0.0,0.0,0.0,US13
